id,price
14085,5950.949756966067
36447,647.3474727793
30782,1141.2342450261276
43299,1371.6045091434717
3378,31.924478781722428
21184,9470.346290873837
12387,861.019724056001
12556,5359.226407739909
28050,763.2607362862764
6718,387.8473950105763
1156,3124.005479534382
49211,2594.2413094525327
8867,4387.06286010192
14783,6056.614600359833
14060,501.4613509183473
25470,13334.683071950938
44551,1407.5851935608298
51284,2437.3465063165277
45893,1511.7069680319328
53239,2228.469399008951
44639,1898.4833672714522
46351,1805.134999365393
30902,953.1393916970046
6033,479.4645120422865
23895,11309.177459745959
24843,12066.017467352525
41287,1694.1622523303595
5740,3819.8223025103725
42862,1532.956549246177
13873,5793.536179179173
22434,10362.187007450026
2648,3124.884182992064
43709,1624.7257562932136
46210,1959.1467061802032
53634,981.568718877119
35718,635.0150163067956
26910,15022.560936517842
32565,1047.9576048070667
52053,2601.857325862824
10573,4688.345124703068
46503,568.1100383649682
3688,3577.8562516563034
26849,14674.439531512988
9437,4467.402095538848
51269,2054.9504909097086
50079,1898.0905243592206
29501,746.2088253604816
53510,2830.048153119533
7031,4089.16810880266
38730,1277.6356672097681
1471,3065.3850437569417
2452,3065.9244379070515
49863,1721.468627493443
29739,758.6413502301075
31317,804.8192291388332
48439,1750.0123944744337
47439,1883.916974127489
20657,8449.150089967625
16110,7076.437529953568
10092,4510.973290421352
4222,3493.677701121771
44239,1673.7540193530367
31437,850.153690611558
50116,2671.5963831183253
22466,10378.74831978132
41461,1288.5944171140654
13090,5687.528072590874
37021,852.5240362571421
30409,779.3154622632064
14219,5984.843069421659
37509,1153.8005678970585
44309,1739.0765382416066
41334,1262.0255695270243
40111,1303.1339264990747
32473,887.0053071415387
1358,3259.668528393893
30039,807.7749843851125
3092,3418.665382651634
913,2797.2754252258965
21929,9476.948642217169
27722,16048.999741448708
13481,5538.437339410848
4031,3252.7992184514223
30147,605.6051404194659
35663,645.5040418927892
30796,999.649321609606
36330,762.4318704348625
26122,14239.471478323765
23235,11259.920161349837
45825,1444.5430635465818
1014,3078.4864889964156
31121,877.5654504157355
27951,246.03601684656314
42581,1378.1728705973583
39697,1070.293199911357
38031,1167.3500132250701
6170,371.4814436816014
25650,12811.586093299637
26027,621.6163992709407
44086,1509.2080370944968
10856,4906.221593406743
38569,783.4038562360438
19052,7546.808796892983
31623,318.0388728665057
22188,10194.194649326317
45462,1481.777659949461
